date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:43:13	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:43:58%20GMT	https://web.archive.org/web/20130530032451im_/http://www.nplay.com/images/screenshots/BeGone_FreeOnlineGame_7.jpg	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451im_/http_/www.nplay.com/images/screenshots/BeGone_FreeOnlineGame_7.jpg	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:13	114103/114103	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jan%202025%2000:43:58%20GMT	https://web.archive.org/web/20130424122453im_/http://www.nplay.com/images/screenshots/BeGone_FreeOnlineGame_7.jpg	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130424122453im_/http_/www.nplay.com/images/screenshots/BeGone_FreeOnlineGame_7.jpg	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:13	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:43:58%20GMT	https://web.archive.org/web/20130530032451im_/http://www.nplay.com/images/screenshots/BeGone_FreeOnlineGame_8.jpg	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451im_/http_/www.nplay.com/images/screenshots/BeGone_FreeOnlineGame_8.jpg	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:14	175362/175362	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jan%202025%2000:43:58%20GMT	https://web.archive.org/web/20130424135443im_/http://www.nplay.com/images/screenshots/BeGone_FreeOnlineGame_8.jpg	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130424135443im_/http_/www.nplay.com/images/screenshots/BeGone_FreeOnlineGame_8.jpg	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:14	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:43:59%20GMT	https://web.archive.org/web/20130530032451im_/http://www.nplay.com/images/screenshots/BeGone_FreeOnlineGame_9.jpg	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451im_/http_/www.nplay.com/images/screenshots/BeGone_FreeOnlineGame_9.jpg	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:14	150189/150189	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jan%202025%2000:43:59%20GMT	https://web.archive.org/web/20130424120105im_/http://www.nplay.com/images/screenshots/BeGone_FreeOnlineGame_9.jpg	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130424120105im_/http_/www.nplay.com/images/screenshots/BeGone_FreeOnlineGame_9.jpg	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:14	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:43:59%20GMT	https://web.archive.org/web/20130530032451js_/http://www.nplay.com/externals/viewer/_class.viewer.packed.js	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451js_/http_/www.nplay.com/externals/viewer/_class.viewer.packed.js	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:15	3330/3330	---MC-	200	added ('OK')	application/x-javascript	date:Sun,%2012%20Jan%202025%2000:43:59%20GMT	https://web.archive.org/web/20130503144324js_/http://www.nplay.com/externals/viewer/_class.viewer.packed.js	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130503144324js_/http_/www.nplay.com/externals/viewer/_class.viewer.packed.js	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:15	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:44:00%20GMT	https://web.archive.org/web/20130530032451/http://www.nplay.com/BeGone	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451/http_/www.nplay.com/BeGone	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:15	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:44:00%20GMT	https://web.archive.org/web/20130530032451im_/http://www.nplay.com/images/BeGone_300x250.jpg	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451im_/http_/www.nplay.com/images/BeGone_300x250.jpg	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:15	23654/23654	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jan%202025%2000:44:00%20GMT	https://web.archive.org/web/20130424102203im_/http://www.nplay.com/images/BeGone_300x250.jpg	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130424102203im_/http_/www.nplay.com/images/BeGone_300x250.jpg	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:16	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:44:01%20GMT	https://web.archive.org/web/20130530032451/http://www.nplay.com/InvinciCar_Online	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451/http_/www.nplay.com/InvinciCar_Online	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:16	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:44:01%20GMT	https://web.archive.org/web/20130530032451im_/http://www.nplay.com/images/InvinciCar_Online_300x250.jpg	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451im_/http_/www.nplay.com/images/InvinciCar_Online_300x250.jpg	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:17	26970/26970	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jan%202025%2000:44:01%20GMT	https://web.archive.org/web/20130424083756im_/http://www.nplay.com/images/InvinciCar_Online_300x250.jpg	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130424083756im_/http_/www.nplay.com/images/InvinciCar_Online_300x250.jpg	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:17	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:44:02%20GMT	https://web.archive.org/web/20130530032451/http://www.nplay.com/pages/Webmasters	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451/http_/www.nplay.com/pages/Webmasters	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:18	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:44:02%20GMT	https://web.archive.org/web/20130530032451/http://www.nplay.com/help/terms	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451/http_/www.nplay.com/help/terms	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:18	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:44:03%20GMT	https://web.archive.org/web/20130530032451/http://www.nplay.com/help/privacy	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451/http_/www.nplay.com/help/privacy	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:18	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:44:03%20GMT	https://web.archive.org/web/20130530032451/http://www.nplay.com/help/contact	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451/http_/www.nplay.com/help/contact	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:19	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:44:03%20GMT	https://web.archive.org/web/20130530032451im_/http://www.nplay.com/application/themes/nplay/images/gplus.png	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451im_/http_/www.nplay.com/application/themes/nplay/images/gplus.png	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:19	4368/4368	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Jan%202025%2000:44:04%20GMT	https://web.archive.org/web/20130503144324im_/http://www.nplay.com/application/themes/nplay/images/gplus.png	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130503144324im_/http_/www.nplay.com/application/themes/nplay/images/gplus.png	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:19	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:44:04%20GMT	https://web.archive.org/web/20130530032451im_/http://www.nplay.com/application/themes/nplay/images/GoogleIcon_32.png	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451im_/http_/www.nplay.com/application/themes/nplay/images/GoogleIcon_32.png	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:20	2399/2399	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Jan%202025%2000:44:04%20GMT	https://web.archive.org/web/20130503144324im_/http://www.nplay.com/application/themes/nplay/images/GoogleIcon_32.png	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130503144324im_/http_/www.nplay.com/application/themes/nplay/images/GoogleIcon_32.png	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:20	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:44:05%20GMT	https://web.archive.org/web/20130530032451im_/http://www.nplay.com/application/themes/nplay/images/twitter.png	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451im_/http_/www.nplay.com/application/themes/nplay/images/twitter.png	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:20	1258/1258	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Jan%202025%2000:44:05%20GMT	https://web.archive.org/web/20130503144324im_/http://www.nplay.com/application/themes/nplay/images/twitter.png	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130503144324im_/http_/www.nplay.com/application/themes/nplay/images/twitter.png	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:20	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2012%20Jan%202025%2000:44:05%20GMT	https://web.archive.org/web/20130530032451im_/http://www.nplay.com/application/themes/nplay/images/FacebookIcon_32.png	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130530032451im_/http_/www.nplay.com/application/themes/nplay/images/FacebookIcon_32.png	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:21	1640/1640	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Jan%202025%2000:44:05%20GMT	https://web.archive.org/web/20130503144324im_/http://www.nplay.com/application/themes/nplay/images/FacebookIcon_32.png	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/web/20130503144324im_/http_/www.nplay.com/application/themes/nplay/images/FacebookIcon_32.png	(from https://web.archive.org/web/20130530032451/http://www.nplay.com/)
01:43:21	35/35	---M--	200	added ('OK')	image/gif	etag:%226477b41d-23%22	http://athena.archive.org/0.gif	C:/Users/Javi/Desktop/paginaweb/prueba/athena.archive.org/0.gif	(from http://archive.org/includes/athena.js)
01:43:22	7260/7260	---MCZ	200	added ('OK')	text/css	date:Sat,%2016%20Nov%202024%2011:06:27%20GMT	https://web.archive.org/_static/css/record.css	C:/Users/Javi/Desktop/paginaweb/prueba/web.archive.org/_static/css/record.css	(from https://web.archive.org/_static/css/banner-styles.css?v=S1zqJCYt)
